size,pronoun,prime_verb,pd_bias,pd_bias_ratio,target_verb,DO-DO,DO-PD,PD-DO,PD-PD
7b,True,BRING,0.19605395057845743,1.0603696173602368,BUY,0.8847909465863337,0.11520905341366622,0.6925281660393268,0.3074718339606733
7b,True,BRING,0.19605395057845743,1.0603696173602368,CATCH,0.5459716207688918,0.4540283792311082,0.4207183246751245,0.5792816753248755
7b,True,BRING,0.19605395057845743,1.0603696173602368,DELIVER,0.940156301232068,0.05984369876793208,0.8548880585196207,0.14511194148037926
7b,True,BRING,0.19605395057845743,1.0603696173602368,THROW,0.8366081914013299,0.16339180859867006,0.6294986118867252,0.37050138811327477
7b,True,BRING,0.19605395057845743,1.0603696173602368,PROMISE,0.9843058994966241,0.01569410050337595,0.9340601596076504,0.06593984039234964
7b,True,DRAW,0.5699095793683993,0.9914267494885737,BRING,0.9051906206650628,0.0948093793349373,0.8398294393619374,0.16017056063806254
7b,True,DRAW,0.5699095793683993,0.9914267494885737,FIND,0.8221358906208988,0.1778641093791012,0.5485612211398657,0.4514387788601342
7b,True,DRAW,0.5699095793683993,0.9914267494885737,GET,0.8791914608602095,0.12080853913979067,0.6574841870341294,0.34251581296587047
7b,True,DRAW,0.5699095793683993,0.9914267494885737,GIVE,0.9787385618723462,0.021261438127653617,0.9463567021030314,0.05364329789696851
7b,True,DRAW,0.5699095793683993,0.9914267494885737,KEEP,0.6606737863660149,0.3393262136339852,0.2813301849735057,0.7186698150264942
7b,True,DRAW,0.5699095793683993,0.9914267494885737,LEAVE,0.6858109366708408,0.31418906332915936,0.44451750051223626,0.5554824994877637
7b,True,DRAW,0.5699095793683993,0.9914267494885737,MAKE,0.7154552511360126,0.2845447488639875,0.3470707914018945,0.6529292085981055
7b,True,DRAW,0.5699095793683993,0.9914267494885737,PURCHASE,0.5554448852495064,0.44455511475049364,0.27966987891147677,0.7203301210885232
7b,True,DRAW,0.5699095793683993,0.9914267494885737,SAVE,0.7885711348959444,0.21142886510405567,0.4824999326384406,0.5175000673615594
7b,True,DRAW,0.5699095793683993,0.9914267494885737,SELL,0.9150922144541183,0.0849077855458818,0.8106189217432136,0.18938107825678646
7b,True,DRAW,0.5699095793683993,0.9914267494885737,SEND,0.9398379403961594,0.060162059603840634,0.835965253822375,0.16403474617762492
7b,True,DRAW,0.5699095793683993,0.9914267494885737,SHOW,0.9803248887097823,0.01967511129021787,0.9425279398956857,0.0574720601043143
7b,True,DRAW,0.5699095793683993,0.9914267494885737,SUPPLY,0.9072733550255586,0.0927266449744414,0.762042161172564,0.23795783882743607
7b,True,DRAW,0.5699095793683993,0.9914267494885737,DESIGN,0.377924365066676,0.622075634933324,0.09279333871405981,0.9072066612859402
7b,True,DRAW,0.5699095793683993,0.9914267494885737,TAKE,0.7974162132566126,0.2025837867433874,0.49904944202462254,0.5009505579753774
7b,True,DRAW,0.5699095793683993,0.9914267494885737,FEED,0.9446506770716416,0.05534932292835821,0.8624170180846903,0.13758298191530974
7b,True,DRAW,0.5699095793683993,0.9914267494885737,BUY,0.8533733061244465,0.14662669387555363,0.5848926505084002,0.41510734949159966
7b,True,DRAW,0.5699095793683993,0.9914267494885737,CATCH,0.6794373233913469,0.3205626766086531,0.24314369352528017,0.7568563064747198
7b,True,DRAW,0.5699095793683993,0.9914267494885737,DELIVER,0.9357798969867932,0.06422010301320684,0.6604884483884134,0.3395115516115867
7b,True,DRAW,0.5699095793683993,0.9914267494885737,THROW,0.8535579147634977,0.14644208523650232,0.7104437941115275,0.28955620588847253
7b,True,DRAW,0.5699095793683993,0.9914267494885737,PROMISE,0.9724118685095919,0.027588131490408174,0.9374786666934556,0.06252133330654452
7b,True,FIND,0.3697228134790376,1.0212030507303185,BRING,0.8997117224256235,0.10028827757437649,0.8495938207079733,0.15040617929202654
7b,True,FIND,0.3697228134790376,1.0212030507303185,DRAW,0.7369541121031304,0.2630458878968696,0.41292791347264,0.58707208652736
7b,True,FIND,0.3697228134790376,1.0212030507303185,GET,0.8996749927729923,0.10032500722700764,0.582965599272875,0.4170344007271251
7b,True,FIND,0.3697228134790376,1.0212030507303185,GIVE,0.9841353152286143,0.01586468477138565,0.9389847188109677,0.06101528118903245
7b,True,FIND,0.3697228134790376,1.0212030507303185,KEEP,0.6085695134427977,0.3914304865572022,0.23308144197958847,0.7669185580204114
7b,True,FIND,0.3697228134790376,1.0212030507303185,LEAVE,0.6941976630448157,0.30580233695518433,0.42680240786562607,0.5731975921343739
7b,True,FIND,0.3697228134790376,1.0212030507303185,MAKE,0.6571784536359243,0.34282154636407564,0.3335677235952879,0.6664322764047123
7b,True,FIND,0.3697228134790376,1.0212030507303185,PURCHASE,0.5831221705360385,0.4168778294639614,0.25734097550971585,0.7426590244902842
7b,True,FIND,0.3697228134790376,1.0212030507303185,SAVE,0.8618146590522305,0.13818534094776955,0.547534788103711,0.4524652118962889
7b,True,FIND,0.3697228134790376,1.0212030507303185,SELL,0.9449754772463631,0.05502452275363705,0.8524217013109243,0.14757829868907568
7b,True,FIND,0.3697228134790376,1.0212030507303185,SEND,0.9362972747633218,0.06370272523667823,0.8313467068735295,0.16865329312647048
7b,True,FIND,0.3697228134790376,1.0212030507303185,SHOW,0.9723390361989815,0.027660963801018318,0.9303321615931153,0.06966783840688474
7b,True,FIND,0.3697228134790376,1.0212030507303185,SUPPLY,0.9130381715763781,0.08696182842362195,0.8275665169161468,0.17243348308385315
7b,True,FIND,0.3697228134790376,1.0212030507303185,DESIGN,0.29048441967401994,0.70951558032598,0.09764727113603389,0.902352728863966
7b,True,FIND,0.3697228134790376,1.0212030507303185,TAKE,0.6892929963213886,0.31070700367861137,0.48395109265430264,0.5160489073456973
7b,True,FIND,0.3697228134790376,1.0212030507303185,FEED,0.9330182381883904,0.06698176181160952,0.8769140894802362,0.12308591051976374
7b,True,FIND,0.3697228134790376,1.0212030507303185,BUY,0.8830350383365447,0.11696496166345526,0.5956828286448477,0.40431717135515227
7b,True,FIND,0.3697228134790376,1.0212030507303185,CATCH,0.6998544833685283,0.30014551663147165,0.275090450339358,0.7249095496606421
7b,True,FIND,0.3697228134790376,1.0212030507303185,DELIVER,0.916584585266579,0.0834154147334209,0.6143520385418584,0.38564796145814156
7b,True,FIND,0.3697228134790376,1.0212030507303185,THROW,0.8699484373830009,0.1300515626169992,0.7659244096720306,0.23407559032796932
7b,True,FIND,0.3697228134790376,1.0212030507303185,PROMISE,0.973223893228737,0.02677610677126285,0.9405847514282358,0.059415248571764154
7b,True,GET,0.25069813940253105,1.0409611632561877,BRING,0.9267624389472402,0.0732375610527597,0.8682253247292402,0.13177467527075973
7b,True,GET,0.25069813940253105,1.0409611632561877,DRAW,0.7797310052989023,0.22026899470109768,0.5116725781876107,0.48832742181238925
7b,True,GET,0.25069813940253105,1.0409611632561877,FIND,0.8688060557807133,0.1311939442192866,0.5576387299045236,0.44236127009547643
7b,True,GET,0.25069813940253105,1.0409611632561877,GIVE,0.9859018037385583,0.014098196261441749,0.9356215271663195,0.06437847283368046
7b,True,GET,0.25069813940253105,1.0409611632561877,KEEP,0.6269334858328454,0.3730665141671547,0.2526293872024763,0.7473706127975237
7b,True,GET,0.25069813940253105,1.0409611632561877,LEAVE,0.6333385603686574,0.3666614396313427,0.4253249053391512,0.5746750946608488
7b,True,GET,0.25069813940253105,1.0409611632561877,MAKE,0.7154140604643993,0.28458593953560063,0.38028966251416674,0.6197103374858333
7b,True,GET,0.25069813940253105,1.0409611632561877,PURCHASE,0.574278382433142,0.425721617566858,0.27260695179079114,0.7273930482092088
7b,True,GET,0.25069813940253105,1.0409611632561877,SAVE,0.8496588642072745,0.15034113579272546,0.582086496229631,0.4179135037703689
7b,True,GET,0.25069813940253105,1.0409611632561877,SELL,0.9459483095260084,0.05405169047399169,0.8285108305073504,0.17148916949264964
7b,True,GET,0.25069813940253105,1.0409611632561877,SEND,0.9705864032398439,0.029413596760156202,0.8793912270350449,0.12060877296495515
7b,True,GET,0.25069813940253105,1.0409611632561877,SHOW,0.9832431695737555,0.01675683042624454,0.9380835958211319,0.06191640417886824
7b,True,GET,0.25069813940253105,1.0409611632561877,SUPPLY,0.9120868611695536,0.0879131388304464,0.8106368296648774,0.1893631703351227
7b,True,GET,0.25069813940253105,1.0409611632561877,DESIGN,0.2997565214608626,0.7002434785391374,0.15073434015565823,0.8492656598443418
7b,True,GET,0.25069813940253105,1.0409611632561877,TAKE,0.7351736676928456,0.26482633230715436,0.47605606130018985,0.5239439386998102
