size,pronoun,prime_verb,pd_bias,pd_bias_ratio,DO-DO,DO-PD,PD-DO,PD-PD
13b,True,BRING,0.20400158388013312,1.05222444845978,0.752955279599271,0.24704472040072903,0.6017923835112461,0.3982076164887539
13b,True,DRAW,0.5043851899816072,1.0008417768809255,0.7818439348526219,0.21815606514737793,0.5817711836611975,0.41822881633880254
13b,True,FIND,0.42820775361203567,1.0114656499434411,0.7827254442537283,0.21727455574627177,0.568366599710672,0.431633400289328
13b,True,GET,0.29316829995190713,1.0346827814384154,0.7921930141278187,0.2078069858721813,0.5940631506788734,0.4059368493211266
13b,True,GIVE,0.09308496476855845,1.092706860065438,0.7438594843219989,0.2561405156780011,0.5303225173024323,0.46967748269756776
13b,True,KEEP,0.7276851045371148,0.9686975844551481,0.8218175815500589,0.1781824184499411,0.6132343870936163,0.38676561290638367
13b,True,LEAVE,0.3868013235553118,1.0179308402248954,0.7748899024447197,0.2251100975552803,0.5887339311673915,0.4112660688326086
13b,True,MAKE,0.36110195163217057,1.021286329703085,0.7806877588535622,0.21931224114643766,0.5790591016568739,0.42094089834312604
13b,True,PURCHASE,0.6489677514251393,0.9809615006947996,0.8011244895937273,0.1988755104062726,0.5945612876253266,0.40543871237467327
13b,True,SAVE,0.4718419151984318,1.0048263631665146,0.8020563092801654,0.19794369071983467,0.5968341655946524,0.4031658344053476
13b,True,SELL,0.17583956992057406,1.0550281002477093,0.7560131840623731,0.2439868159376269,0.5550274953700759,0.4449725046299241
13b,True,SEND,0.18900833804985007,1.0570841463597036,0.7491122783494805,0.25088772165051954,0.5872738605584304,0.4127261394415695
13b,True,SHOW,0.03264020819756728,1.1031741471639926,0.736393709710085,0.2636062902899151,0.5666501900417894,0.43334980995821054
13b,True,SUPPLY,0.2522604728675009,1.0315920660046953,0.7871542210618467,0.21284577893815332,0.6019739710956468,0.3980260289043532
13b,True,DESIGN,0.7956651746745932,0.9523933812394548,0.8181875560390093,0.1818124439609906,0.6160373817791253,0.38396261822087485
13b,True,TAKE,0.4415685878547752,1.009852962844131,0.7850494428757542,0.2149505571242459,0.6365105120772575,0.3634894879227425
13b,True,FEED,0.1045993938720084,1.067222396531625,0.7425157739275863,0.2574842260724137,0.5719454391669146,0.42805456083308535
13b,True,BUY,0.26758818791229677,1.040352750901259,0.7786581667346151,0.22134183326538484,0.5769297665369107,0.4230702334630892
13b,True,CATCH,0.5485167357005493,0.9933767808204853,0.7969417859177633,0.2030582140822366,0.5834906357867137,0.4165093642132864
13b,True,DELIVER,0.2986228661194739,1.028059176417333,0.7949252254570951,0.20507477454290482,0.5772126117026529,0.4227873882973471
13b,True,THROW,0.26462801994484103,1.0382644739778948,0.7618586269961064,0.23814137300389351,0.5851989889525209,0.4148010110474791
13b,True,PROMISE,0.0540848688693549,1.0971312138587679,0.7709599186622673,0.22904008133773265,0.586216705330777,0.41378329466922303
13b,False,BRING,0.7468395530207784,0.9632200372669532,0.43874330220815894,0.5612566977918412,0.2323655079895957,0.7676344920104043
13b,False,DRAW,0.7918852860599153,0.962822006431605,0.4964605005723849,0.5035394994276151,0.17340039514566297,0.826599604854337
13b,False,FIND,0.7293338404044487,0.9721716143324617,0.4958762823095197,0.5041237176904804,0.1787168382216014,0.8212831617783987
13b,False,GET,0.6444002486928915,0.9817499804789592,0.5026586407528414,0.49734135924715867,0.1787333326257533,0.8212666673742467
13b,False,GIVE,0.6327068478589445,0.9832925978514462,0.376106695678556,0.6238933043214441,0.1868688452132094,0.8131311547867907
13b,False,KEEP,0.8465265091479783,0.9518419456087646,0.49343528515779606,0.5065647148422039,0.17370884806124834,0.8262911519387516
13b,False,LEAVE,0.7188365021133721,0.9715327357148682,0.4533149125115186,0.5466850874884813,0.17186161985941653,0.8281383801405835
13b,False,MAKE,0.7402462498295204,0.96699139260964,0.41972317129963094,0.580276828700369,0.17399259024993916,0.8260074097500608
13b,False,PURCHASE,0.8650657278698912,0.9431228153762851,0.4666813021048727,0.5333186978951272,0.19007012717534247,0.8099298728246576
13b,False,SAVE,0.6940467144086686,0.9764657276155286,0.4658653527183665,0.5341346472816334,0.1811016909224888,0.8188983090775113
13b,False,SELL,0.8584434337138113,0.9499675221183703,0.41625356113572687,0.5837464388642731,0.19059235593371973,0.8094076440662803
13b,False,SEND,0.745575017885262,0.9670110400380814,0.41276381564385234,0.5872361843561478,0.21436208447883226,0.7856379155211678
13b,False,SHOW,0.5555810271163798,0.9941469469586883,0.3668952858140853,0.6331047141859145,0.2148474804630839,0.7851525195369161
13b,False,SUPPLY,0.8597374514299229,0.9527839878749594,0.43555315843564735,0.5644468415643527,0.21258342139819963,0.7874165786018003
13b,False,DESIGN,0.952072528421903,0.9208582111208058,0.47752447966679784,0.5224755203332021,0.20240974310275642,0.7975902568972436
13b,False,TAKE,0.8584143554223191,0.9394582715243993,0.5050279073065578,0.49497209269344217,0.23535014303988008,0.7646498569601198
13b,False,FEED,0.5774175582420463,0.9919350645604958,0.3533981722635898,0.6466018277364102,0.18479333874949413,0.8152066612505059
13b,False,BUY,0.5073134269271459,1.000841511694407,0.4289668165060739,0.5710331834939261,0.16377078830337735,0.8362292116966228
