size,prime_verb,pd_bias,pd_bias_ratio,target_verb,DO-DO,DO-PD,PD-DO,PD-PD
7b,GET,0.3560184291290963,1.0252878515863242,PURCHASE,0.5136034576598916,0.48639654234010843,0.17400934020630665,0.8259906597936932
7b,GET,0.3560184291290963,1.0252878515863242,SAVE,0.7419992149896538,0.25800078501034623,0.3989061678352656,0.6010938321647344
7b,GET,0.3560184291290963,1.0252878515863242,SELL,0.6904254256102089,0.3095745743897909,0.5168513056680017,0.48314869433199825
7b,GET,0.3560184291290963,1.0252878515863242,SEND,0.7049126211142425,0.29508737888575737,0.5344906585472755,0.4655093414527245
7b,GET,0.3560184291290963,1.0252878515863242,SHOW,0.8076760895510523,0.19232391044894762,0.6926742469149809,0.307325753085019
7b,GET,0.3560184291290963,1.0252878515863242,SUPPLY,0.7079669174896608,0.2920330825103392,0.4895650804774408,0.5104349195225591
7b,GET,0.3560184291290963,1.0252878515863242,DESIGN,0.2529322723884245,0.7470677276115754,0.0912787495538039,0.9087212504461962
7b,GET,0.3560184291290963,1.0252878515863242,TAKE,0.4953880172595331,0.5046119827404669,0.28548547653886813,0.714514523461132
7b,GET,0.3560184291290963,1.0252878515863242,FEED,0.789673349767422,0.210326650232578,0.6690140719727986,0.3309859280272014
7b,GET,0.3560184291290963,1.0252878515863242,BUY,0.7831296793602097,0.21687032063979036,0.44653509468654023,0.5534649053134597
7b,GET,0.3560184291290963,1.0252878515863242,CATCH,0.6226205951843616,0.3773794048156384,0.218210997653794,0.781789002346206
7b,GET,0.3560184291290963,1.0252878515863242,DELIVER,0.7860762470394402,0.2139237529605596,0.4184517094759111,0.581548290524089
7b,GET,0.3560184291290963,1.0252878515863242,THROW,0.716561027665534,0.28343897233446597,0.549634753466882,0.4503652465331181
7b,GET,0.3560184291290963,1.0252878515863242,PROMISE,0.8288511709748104,0.17114882902518944,0.7055209491445384,0.2944790508554615
7b,GIVE,0.26070186727958583,1.0582485468004639,BRING,0.6406072713929254,0.3593927286070746,0.4181670965801832,0.5818329034198169
7b,GIVE,0.26070186727958583,1.0582485468004639,DRAW,0.47639491717823307,0.523605082821767,0.33582633343983515,0.6641736665601649
7b,GIVE,0.26070186727958583,1.0582485468004639,FIND,0.6302961980888508,0.36970380191114904,0.481223410010171,0.5187765899898289
7b,GIVE,0.26070186727958583,1.0582485468004639,GET,0.6713723448617804,0.3286276551382194,0.5038416960147414,0.4961583039852587
7b,GIVE,0.26070186727958583,1.0582485468004639,KEEP,0.38831167994959587,0.6116883200504042,0.2527377124325029,0.747262287567497
7b,GIVE,0.26070186727958583,1.0582485468004639,LEAVE,0.5123279976621187,0.4876720023378814,0.36584413970781,0.63415586029219
7b,GIVE,0.26070186727958583,1.0582485468004639,MAKE,0.550487980503018,0.449512019496982,0.36728345780500965,0.6327165421949903
7b,GIVE,0.26070186727958583,1.0582485468004639,PURCHASE,0.35363420647664157,0.6463657935233584,0.19596326293280028,0.8040367370671997
7b,GIVE,0.26070186727958583,1.0582485468004639,SAVE,0.5954052536604876,0.4045947463395125,0.40764069571264927,0.5923593042873507
7b,GIVE,0.26070186727958583,1.0582485468004639,SELL,0.61542591111513,0.38457408888487005,0.4048525743357827,0.5951474256642173
7b,GIVE,0.26070186727958583,1.0582485468004639,SEND,0.6301684709781038,0.36983152902189614,0.40516269363019064,0.5948373063698094
7b,GIVE,0.26070186727958583,1.0582485468004639,SHOW,0.769011467533125,0.23098853246687492,0.5934136824741141,0.4065863175258858
7b,GIVE,0.26070186727958583,1.0582485468004639,SUPPLY,0.63590791032992,0.36409208967008,0.34079116373331303,0.659208836266687
7b,GIVE,0.26070186727958583,1.0582485468004639,DESIGN,0.17710896631502035,0.8228910336849796,0.10163444368021249,0.8983655563197875
7b,GIVE,0.26070186727958583,1.0582485468004639,TAKE,0.4251981048904032,0.5748018951095968,0.1958435617295298,0.8041564382704703
7b,GIVE,0.26070186727958583,1.0582485468004639,FEED,0.7407982703542914,0.25920172964570876,0.5598172704407,0.4401827295593
7b,GIVE,0.26070186727958583,1.0582485468004639,BUY,0.6870200770653466,0.31297992293465343,0.4750608752328911,0.5249391247671089
7b,GIVE,0.26070186727958583,1.0582485468004639,CATCH,0.4573910554135513,0.5426089445864487,0.3716380871935726,0.6283619128064273
7b,GIVE,0.26070186727958583,1.0582485468004639,DELIVER,0.7640944239975169,0.2359055760024831,0.671194782284133,0.32880521771586707
7b,GIVE,0.26070186727958583,1.0582485468004639,THROW,0.62338554370441,0.37661445629559004,0.41955091274897927,0.5804490872510207
7b,GIVE,0.26070186727958583,1.0582485468004639,PROMISE,0.7895270703977876,0.21047292960221248,0.5918217112968217,0.4081782887031782
7b,KEEP,0.6558695675456072,0.9788564858198454,BRING,0.6197029545028174,0.38029704549718263,0.4914930694387455,0.5085069305612545
7b,KEEP,0.6558695675456072,0.9788564858198454,DRAW,0.5850361199197022,0.41496388008029783,0.2931370306074533,0.7068629693925468
7b,KEEP,0.6558695675456072,0.9788564858198454,FIND,0.7515200065252177,0.24847999347478236,0.3628080532812708,0.6371919467187291
7b,KEEP,0.6558695675456072,0.9788564858198454,GET,0.7312243843965481,0.268775615603452,0.34414551766496343,0.6558544823350365
7b,KEEP,0.6558695675456072,0.9788564858198454,GIVE,0.7104746727218181,0.28952532727818203,0.579149761192198,0.420850238807802
7b,KEEP,0.6558695675456072,0.9788564858198454,LEAVE,0.6536158705113047,0.3463841294886953,0.29179591698031787,0.7082040830196822
7b,KEEP,0.6558695675456072,0.9788564858198454,MAKE,0.6051277307245825,0.3948722692754176,0.2500435327041422,0.7499564672958579
7b,KEEP,0.6558695675456072,0.9788564858198454,PURCHASE,0.4675590239158086,0.5324409760841914,0.1476093747191925,0.8523906252808076
7b,KEEP,0.6558695675456072,0.9788564858198454,SAVE,0.7761637960728913,0.22383620392710873,0.30362896241140436,0.6963710375885959
7b,KEEP,0.6558695675456072,0.9788564858198454,SELL,0.6246349764244887,0.3753650235755112,0.4839097463345133,0.5160902536654867
