size,pronoun,PD-PD_slope,PD-PD_intercept,PD-PD_std_err,PD-PD_CI_lower,PD-PD_CI_upper,PD-PD_r_value,PD-PD_p_value,PD-PD_R2,PD-PD_RMSE,DO-PD_slope,DO-PD_intercept,DO-PD_std_err,DO-PD_CI_lower,DO-PD_CI_upper,DO-PD_r_value,DO-PD_p_value,DO-PD_R2,DO-PD_RMSE
davinci-002,True,-0.07813579366270132,0.40283491706915475,0.015160794531996301,-0.12127340437635759,-0.03499818294904506,-0.7552897244832234,4.8310357216468045e-05,0.5704625679099433,0.01278570393640413,-0.07845303913566895,0.2232189513424672,0.0125483944075941,-0.11415748403753774,-0.04274859423380016,-0.8133398313173483,4.182330471581909e-06,0.6615216812073328,0.010582562505818845
davinci-002,False,-0.06385006164353192,0.8514346892650086,0.03127404139076431,-0.1528353334978773,0.02513521021081347,-0.4152930248976555,0.054601789331436515,0.1724682965286456,0.02000347042620107,-0.1447455321853922,0.6315409016991759,0.0550583953641879,-0.3014053708717077,0.01191430650092326,-0.5067734224260712,0.016085772639677753,0.2568193016774333,0.035216394632862094
