size,pronoun,squared,prime_verb,pd_bias,pd_bias_ratio,target_verb,DO-DO,DO-PD,PD-DO,PD-PD
small,True,True,BRING,0.2618125020951981,1.036387191293022,TAKE,0.5428129127089572,0.4571870872910429,0.13517090356695927,0.8648290964330408
small,True,True,BRING,0.2618125020951981,1.036387191293022,FEED,0.9754113665765608,0.02458863342343907,0.7349298714273264,0.2650701285726737
small,True,True,BRING,0.2618125020951981,1.036387191293022,BUY,0.845271011116456,0.1547289888835441,0.6464988634826672,0.35350113651733284
small,True,True,BRING,0.2618125020951981,1.036387191293022,CATCH,0.7027193362075085,0.2972806637924916,0.5372839202915279,0.462716079708472
small,True,True,BRING,0.2618125020951981,1.036387191293022,DELIVER,0.8613527039644463,0.13864729603555376,0.7767683443676624,0.22323165563233757
small,True,True,BRING,0.2618125020951981,1.036387191293022,THROW,0.7820479141118135,0.21795208588818657,0.4661951322973533,0.5338048677026467
small,True,True,BRING,0.2618125020951981,1.036387191293022,PROMISE,0.986241224086989,0.013758775913010928,0.9110746169861386,0.08892538301386155
small,True,True,DRAW,0.3427671430654057,1.021131084364642,BRING,0.8006274489840376,0.19937255101596246,0.6274627142309587,0.3725372857690413
small,True,True,DRAW,0.3427671430654057,1.021131084364642,FIND,0.8505545187630633,0.1494454812369365,0.34082786362701784,0.6591721363729822
small,True,True,DRAW,0.3427671430654057,1.021131084364642,GET,0.902415304347461,0.09758469565253913,0.613879656543988,0.38612034345601204
small,True,True,DRAW,0.3427671430654057,1.021131084364642,GIVE,0.9753823703936979,0.024617629606302097,0.9231879369098173,0.07681206309018286
small,True,True,DRAW,0.3427671430654057,1.021131084364642,KEEP,0.5077251159300804,0.4922748840699196,0.20159391707047766,0.7984060829295223
small,True,True,DRAW,0.3427671430654057,1.021131084364642,LEAVE,0.9230454285508088,0.07695457144919118,0.6076307841417734,0.3923692158582266
small,True,True,DRAW,0.3427671430654057,1.021131084364642,MAKE,0.7530922877976838,0.24690771220231628,0.37000646613471055,0.6299935338652894
small,True,True,DRAW,0.3427671430654057,1.021131084364642,PURCHASE,0.5002101172485558,0.49978988275144415,0.17650385902342336,0.8234961409765766
small,True,True,DRAW,0.3427671430654057,1.021131084364642,SAVE,0.6944002676237244,0.3055997323762756,0.2229078601089227,0.7770921398910773
small,True,True,DRAW,0.3427671430654057,1.021131084364642,SELL,0.8821031834200196,0.11789681657998057,0.7613366625137837,0.23866333748621624
small,True,True,DRAW,0.3427671430654057,1.021131084364642,SEND,0.9268829766308105,0.07311702336918946,0.8192359649540074,0.18076403504599256
small,True,True,DRAW,0.3427671430654057,1.021131084364642,SHOW,0.9844103331903078,0.015589666809692138,0.9599200560828899,0.0400799439171099
small,True,True,DRAW,0.3427671430654057,1.021131084364642,SUPPLY,0.7834800858817261,0.21651991411827382,0.5685165162791042,0.4314834837208958
small,True,True,DRAW,0.3427671430654057,1.021131084364642,DESIGN,0.33448673746698004,0.6655132625330199,0.05677815892981038,0.9432218410701897
small,True,True,DRAW,0.3427671430654057,1.021131084364642,TAKE,0.6577068180979428,0.3422931819020571,0.19504611109812164,0.8049538889018786
small,True,True,DRAW,0.3427671430654057,1.021131084364642,FEED,0.9788057589270577,0.021194241072942335,0.877660184213849,0.12233981578615095
small,True,True,DRAW,0.3427671430654057,1.021131084364642,BUY,0.8904883001533582,0.1095116998466417,0.48126309843997683,0.5187369015600232
small,True,True,DRAW,0.3427671430654057,1.021131084364642,CATCH,0.7720275526844766,0.22797244731552346,0.2427061714464825,0.7572938285535175
small,True,True,DRAW,0.3427671430654057,1.021131084364642,DELIVER,0.8859208941743337,0.11407910582566634,0.5153922669681221,0.48460773303187793
small,True,True,DRAW,0.3427671430654057,1.021131084364642,THROW,0.8264685437747784,0.17353145622522162,0.6255764729037876,0.37442352709621246
small,True,True,DRAW,0.3427671430654057,1.021131084364642,PROMISE,0.9876078281400835,0.012392171859916555,0.9708141680391305,0.029185831960869445
small,True,True,FIND,0.31942051065689214,1.026433148654292,BRING,0.7973793308416538,0.20262066915834612,0.606412318437254,0.3935876815627461
small,True,True,FIND,0.31942051065689214,1.026433148654292,DRAW,0.7281652935882943,0.27183470641170565,0.2676866100113915,0.7323133899886085
small,True,True,FIND,0.31942051065689214,1.026433148654292,GET,0.9004383377746451,0.09956166222535487,0.5116001192712537,0.48839988072874635
small,True,True,FIND,0.31942051065689214,1.026433148654292,GIVE,0.9773610858523734,0.022638914147626678,0.9215119604357516,0.07848803956424846
small,True,True,FIND,0.31942051065689214,1.026433148654292,KEEP,0.5316459031862224,0.46835409681377754,0.14830855399061588,0.8516914460093843
small,True,True,FIND,0.31942051065689214,1.026433148654292,LEAVE,0.9104625950093334,0.08953740499066667,0.419465218564033,0.580534781435967
small,True,True,FIND,0.31942051065689214,1.026433148654292,MAKE,0.7754544932582358,0.2245455067417642,0.3112049078538719,0.6887950921461281
small,True,True,FIND,0.31942051065689214,1.026433148654292,PURCHASE,0.461627426789654,0.538372573210346,0.12543216914824565,0.8745678308517545
small,True,True,FIND,0.31942051065689214,1.026433148654292,SAVE,0.6402952022528777,0.35970479774712233,0.13121987057669254,0.8687801294233074
small,True,True,FIND,0.31942051065689214,1.026433148654292,SELL,0.9154865744532498,0.0845134255467503,0.7883371720526062,0.21166282794739374
small,True,True,FIND,0.31942051065689214,1.026433148654292,SEND,0.9408522371965143,0.05914776280348569,0.821123254782819,0.1788767452171809
small,True,True,FIND,0.31942051065689214,1.026433148654292,SHOW,0.9851815533326485,0.014818446667351428,0.9157077430084093,0.08429225699159079
small,True,True,FIND,0.31942051065689214,1.026433148654292,SUPPLY,0.7719046281405723,0.22809537185942774,0.5013780149295703,0.49862198507042976
small,True,True,FIND,0.31942051065689214,1.026433148654292,DESIGN,0.26503269328949647,0.7349673067105035,0.0403187128035337,0.9596812871964662
small,True,True,FIND,0.31942051065689214,1.026433148654292,TAKE,0.5526527874211091,0.44734721257889104,0.2081502149266359,0.7918497850733641
small,True,True,FIND,0.31942051065689214,1.026433148654292,FEED,0.9684510465251498,0.031548953474850046,0.8248085254862616,0.1751914745137384
small,True,True,FIND,0.31942051065689214,1.026433148654292,BUY,0.8664989144327662,0.13350108556723392,0.3635393860130287,0.6364606139869713
